,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,company_txt,job_state,age,backend_yn,python_yn,java_yn,database_yn,linux_yn,networking_yn,testing_yn,cyber_yn,aws_yn,job_simp,seniority,desc_len
254,Software Developer,$34K-$64K (Glassdoor Est.),"A career at Auto-Owners is challenging and rewarding. Our group of caring associates create financial security by helping individuals and businesses make a new start when a loss occurs.Job DescriptionAuto-Owners Insurance, a top-rated insurance carrier, is seeking a motivated individual to join our IT Division as a Software Developer. Responsibilities include developing, maintaining, and supporting software applications for new and existing systems. The position requires the person to:Define, develop, test, analyze, and maintain software programs and applications.Actively participate in code/design reviews as well as brainstorming sessions.Develop program and system documentation.Analyze and fix software errors in a timely and accurate fashion.Consult with users, architects, project leaders, and management to resolve problems and suggest alternatives.Desired Skills and ExperienceBachelor’s degree in Computer Science, Information Systems, Information Technology, Math, Economics, or another logic-based field, or equivalent experience is required.Experience with any of these development technologies is a plus: Java, JavaScript/HTML/CSS, VB.NET, SAP ABAP, SQL, and COBOL.Enthusiasm for driving improvement by finding and implementing solutions to new challenges.Must be able to learn and effectively use tools and software development techniques as practiced, acquired, or adopted within the IT Division.BenefitsCompetitive salary, matching 401(k) retirement plan, fully-funded pension plan, bonus programs, paid holidays, vacation days, personal time, paid sick leave, and a comprehensive health care plan.*Please note: Candidates must be authorized to work in the U.S. without a sponsorship.",3.7,"Auto-Owners Insurance
3.7","Lansing, MI",5001 to 10000 Employees,1916,Company - Private,Insurance Carriers,Insurance,$5 to $10 million (USD),34,64,49.0,Auto-Owners Insurance,MI,104,0,0,1,0,0,0,1,0,0,software engineer,na,1707
255,Software Developer (Systems Software),$34K-$64K (Glassdoor Est.),"Other LocationsQuevera is looking to hire a Software Developer (Systems Software). The Candidate shall work as part of a larger project team to implement the ServiceNow platform. The Candidate shall elicit user requirements from the service providers and organizations and implement those requirements in the ServiceNow platform.The Candidate shall coordinate ServiceNow deployments and releases with the user base and internal organizations. The Candidate shall deploy new features and ServiceNow applications in a controlled environment. The Candidate shall upgrade ServiceNow applications (COTS and GOTS) to the latest release as available. The Candidate shall upgrade the ServiceNow platform to the latest version as available.Mandatory Skills:· Demonstrated experience with Madrid version of ServiceNow software baseline· Demonstrated experience in IT Project Management· Demonstrated experience in agile planning, execution and delivery· Demonstrated experience developing ServiceNow applications· Demonstrated experience developing code-based customizations of ServiceNow· Demonstrated experience using Lean Agile techniques and practices· Demonstrated experience in release, sprint, user story application, and module testing in the ServiceNow platform· Demonstrated experience conducting release, sprint, user story application, and module testing for IT Service Management (ITSM), ITBM, and IT Operations Management (ITOM) application suites· Certification: ITIL v3 Foundations CertificationOptional Skills:· Demonstrated working knowledge of ServiceNow ITSM, ITOM platform suites· Demonstrated experience with the custom applications and processes· Demonstrated knowledge of the Microsoft Office Suite· Demonstrate experience with system security accreditation process· Demonstrated experience collaborating with staff, IT customers, and other technical and non-technical staff and Candidates· Demonstrated experience in software release methodology and lifecycle.· Demonstrated experience deploying ServiceNow infrastructure (Madrid version or later versions) in a cloud computing environment (i.e., AWS Load Balancing, Self-Managed encryption keys, Auto-Scaling, and Load Configuration services.· Demonstrated experience integrating ServiceNow infrastructure with auditing systems· Possess or willing to obtain System Administration Certification (System Administration Security Course)· Possess ServiceNow Systems Administrator CertificationQuevera is an equal opportunity/affirmative action employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age or any other characteristic protected by lawClearance TS/SCIDegree Requirements N/ARequired Skills COTSGOTSAgileDesired Skills AWSITSM",4.5,"Quevera
4.5","Herndon, VA",51 to 200 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,34,64,49.0,Quevera,VA,7,0,0,0,0,0,0,1,0,1,software engineer,na,2859
256,+ Python Developer,$34K-$64K (Glassdoor Est.),"Duration & Type: 6 months Contract with a major pharmaceutical client

Please Note: This is a W-2 only position.

Location: Fort Worth, TX

Description:
Need a senior level Python developer to work primarily on BlueCat Gateway workflows in support of Company’s IT Infrastructure Automation Services
Responsibilities:
Develop windows and web applications using primarily Microsoft .NET technologies in support of Company’s IT Infrastructure Services department.
Required:
Education: Bachelor’s degree preferred
Strong skills and extensive experience in Python programming
Strong skills in TCP/IP including DHCP and DNS
Strong skills in working with any RDBMS such as MS SQL Server, MySQL etc.
Strong skills in calling SOAP-based and/or REST-based APIs
Strong skills in creating SOAP-based and/or REST-based API endpoints
Experience with modern authentication techniques such as OAuth and OpenID
Experience with unit testing and integration testing
Experience working in an agile environment (Scrum, Kanban, etc)
Experience working with a source code repository (Bitbucket or Team Foundation Server)
Good communication skills: written and oral
Nice to have:
Experience in developing workflows in the BlueCat API Gateway product
Experience in writing Python code to use the BlueCat BAM API via REST
Experience with .NET, Javascript development
Experience with Chef, Ruby development
Experience with VMWare vRA/vRO, vCenter and AWS technologies
For consideration, please send resume to career@infoquestgroup.com",4.7,"InfoQuest Consulting Group
4.7","Fort Worth, TX",1 to 50 Employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),34,64,49.0,InfoQuest Consulting Group,TX,-1,0,1,1,0,0,0,1,0,1,software engineer,na,1507
257,Software Developer,$34K-$64K (Glassdoor Est.),"Are you ready for an exciting opportunity to advance and grow your career? Do you want to be a part of an amazing, impactful team? If so, this is the job for you!

La Jolla Logic (LJL) is an advanced technology and information system security solutions firm founded in 2011 in San Diego, CA. LJL's mission is to pioneer innovative, high-quality and best value specialty technology and engineering services to customers in the federal government and commercial marketplace.

We are an SBA Certified 8(a) Woman-Owned Small Business, awarded San Diegos WOSB of the Year 2019 by the US SBA, and the SBA District Directors Technology Sector Award in 2018. LJL has a reputation for performance to the highest standard, specializing in high-end cybersecurity engineering solutions, to include Machine Learning Technology, Artificial Intelligence R&D, Secure Enterprise Architecture Design, Cross Domain Solutions (CDS) , DoD Cloud Architecture development and deployment (AWS, Azure), Structured Data Models and Inference Engine Technology, System Security Engineering and System Accreditations (RMF & DIACAP), Advanced Technology Concept Development and Feasibility Assessments, Information Systems Security Manager/Officer (ISSM/ISSO) Services, and NIST 800-171 Compliance.

We are looking for an intermediate full-stack Software Developer to join our team in San Diego, California. The qualified candidate will have a primary background in web application development.
Position duties include:
Initiates and assists with project inception to conclusion for certain programs.
Provides amazing strategic advice and guidance to the program and to his/her colleagues.
Develops the requirements to be utilized during any project.
Provides a detailed analysis and recommendation for improvements and optimal performance on projects.
Consults with management, staff, and clients, to help define a need or problem and helps to offer solutions and analyze any data to give top advice and recommendations.
Requirements:
Proficient in at least two (2) of the following Languages/Techstack: Java Springboot, Kotlin, Python, React-Javascript, Typescript, HTML/CSS, MySQL, PostgreSQL
Experience with the following practices: Paired Programming, Test-Driven Development, & Continuous Integration
Ability to work autonomously
Team player
Problem-solver
Ability to attain a Secret Security Clearance
High emotional intelligence with passion for self-development
Bachelors Degree in related field preferred
Ability to travel (~20%)
U.S. Citizenship is required
Ready to take on the challenge? Apply today!

For more information about us, please visit our webpage at:

www.lajollalogic.com

La Jolla Logic is an Equal Opportunity Employer",3.2,"La Jolla Logic
3.2","San Diego, CA",1 to 50 Employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,34,64,49.0,La Jolla Logic,CA,9,0,1,1,0,0,0,1,1,1,software engineer,na,2715
258,Software Developer - DIQ,$34K-$64K (Glassdoor Est.),"Dematic is an intralogistics innovator that designs, builds and supports intelligent, automated solutions for manufacturing, warehouse and distribution environments for customers that are powering the future of commerce. With engineering centers, manufacturing facilities and service centers located in more than 25 countries, Dematic’s global network of 8,000 employees have helped achieve more than 6,000 worldwide customer installations for some of the world’s leading brands. Headquartered in Atlanta, Dematic is a member of KION Group, a global leader in industrial trucks, supply chain solutions and related services, and a leading provider of warehouse automation.

Dematic is seeking a Software Developer to join our growing Software Execution team to develop, and support mission-critical applications that run our customer’s business. The successful candidate will use their skill to develop, deploy, and maintain high availability applications in a fast-paced team environment. The successful candidate will utilize multiple object-oriented languages and operating systems to create software using industry best practices, tools and development methods. They will also provide support and technical advice during conceptualization, development, and implementation phases to transform requirements to working solutions.
Key Responsibilities:
• Design and develop web-based applications utilizing Java EE for projects
• Provide technical support to customers on-site
• Train customers and key-users on installed applications
• Maintain good relationships with all internal and external customers, through provision of a high-quality service
• Work within an Agile environment
• Attend site during software commissioning phases to ensure that integration testing and site acceptance testing is completed as required

• Bachelor’s Degree in Computer Science, Computer Engineering or Software Engineering
5+ years professional coding experience
• Enthusiasm for software development and innovation
• Knowledge of Relational Databases
• SW Methodologies: Agile / Scrum
• Fluent English
• Able to travel (30%)",3.8,"Dematic
3.8","Grand Rapids, MI",5001 to 10000 Employees,1819,Subsidiary or Business Segment,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,34,64,49.0,Dematic,MI,201,0,0,1,0,0,0,1,0,0,software engineer,na,2113
259,Full Stack Software Developer,$34K-$64K (Glassdoor Est.),"Are you ready for an exciting opportunity to advance and grow your career? Do you want to be a part of an amazing, impactful team? If so, this is the job for you!

La Jolla Logic (LJL) is an advanced technology and information system security solutions firm founded in 2011 in San Diego, CA. LJL's mission is to pioneer innovative, high-quality and best value specialty technology and engineering services to customers in the federal government and commercial marketplace.

We are an SBA Certified 8(a) Woman-Owned Small Business, awarded San Diegos WOSB of the Year 2019 by the US SBA, and the SBA District Directors Technology Sector Award in 2018. LJL has a reputation for performance to the highest standard, specializing in high-end cybersecurity engineering solutions, to include Machine Learning Technology, Artificial Intelligence R&D, Secure Enterprise Architecture Design, Cross Domain Solutions (CDS) , DoD Cloud Architecture development and deployment (AWS, Azure), Structured Data Models and Inference Engine Technology, System Security Engineering and System Accreditations (RMF & DIACAP), Advanced Technology Concept Development and Feasibility Assessments, Information Systems Security Manager/Officer (ISSM/ISSO) Services, and NIST 800-171 Compliance.

We are looking for an intermediate full-stack Software Developer to join our team in El Segundo, California. The qualified candidate will have a primary background in web application development.

Position duties include:
Initiates and assists with project inception to conclusion for certain programs.
Provides amazing strategic advice and guidance to the program and to his/her colleagues.
Develops the requirements to be utilized during any project.
Provides a detailed analysis and recommendation for improvements and optimal performance on projects.
Consults with management, staff, and clients, to help define a need or problem and helps to offer solutions and analyze any data to give top advice and recommendations.
Requirements:
Proficient in at least two (2) of the following Languages/Techstack: Java Springboot, Kotlin, Python, React-Javascript, Typescript, HTML/CSS, MySQL, PostgreSQL
Experience with the following practices: Paired Programming, Test-Driven Development, & Continuous Integration
Ability to work autonomously
Team player
Problem-solver
Ability to attain a Secret Security Clearance
High emotional intelligence with passion for self-development
Bachelors Degree in related field preferred
Ability to travel (~20%)
U.S. Citizenship is required
Ready to take on the challenge? Apply today!

For more information about us, please visit our webpage at:

www.lajollalogic.com

La Jolla Logic is an Equal Opportunity Employer",3.2,"La Jolla Logic
3.2","El Segundo, CA",1 to 50 Employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,34,64,49.0,La Jolla Logic,CA,9,0,1,1,0,0,0,1,1,1,full stack,na,2717
260,Software Developer,$34K-$64K (Glassdoor Est.),"Description
P3 is engaged with a medium-sized Des Moines based company looking for a Sr. Software Developer. Our client is continuing their innovation of new solutions that help secure the financial future of customers across the country. Our client has a casual work place where stability and learning daily is constant. If your open to working core hours on or offsite, building strong relationships with team members this is a great opportunity.

Responsibilities:
Build and develop information technology solutions by creating new software applications.
Enhance current applications through new feature development
Maintaining fixes and technology upgrades
Design and build prototypes
Refactor code to produce a more efficient application
Work closely with Testing Teams, Business Analysts and Project/Product teams to ensure quality software is produced.
Qualifications:
B.S. or A.S. Degree in Computer Science, Computer Engineering or MIS
4+ years of experience as a Software Developer or Engineer
Strong problem-solving skills
Excellent verbal presentation and nonverbal communication skills
C# .NET, ASP.NET MVC
WPF, WCF, XML
SQL Server, Stored Procedures, SSIS
Biztalk, PowerBuilder, TFS preferred not required
Salary/Benefits:
$95,000 - $115,000 + Bonus
Full Medical/Dental/Vision
401K with 6% salary match
20 Days PTO
10 Paid Holidays
Onsite work out facility, and Wellness Program",1.0,"P3
1.0","Des Moines, IA",1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),34,64,49.0,P3,IA,-1,0,0,0,0,0,0,1,0,0,software engineer,na,1392
261,Software developer,$34K-$64K (Glassdoor Est.),"JPMorgan ACCESS is a mission critical, large scale, web & mobile based,cash management application directly tied to the strategic growth of
Treasury Services. ACCESS is one of the largest Technical projects within JPMorgan; leveraging a host of new technologies, offering developers the
opportunity to expand and apply their technical capabilities.The Treasury Services technical team is currently looking for Oracle
Application Developer and Database Administrator. This individual will work with a team that develops smart and scalable solutions and provide a
solid experience for our users.

Qualifications:

7+ years of Java Web applications Development experience
Experience implementing real-time web applications on both front-end
and back-end components
Bachelor's Degree in Computer Science or similar technical degree or
equivalent experience.
Ability to write well-abstracted, reusable and efficient code and
correctly employ design patterns
Strong oral and written communication skills, including technical
documentation
Experience collaborating with business partners, BA, QA and PM teams
for effective testing and delivery
Core Java and Spring Frameworks.
HTML5/CSS3, JavaScript UI development experience and related frontend
JS libraries experience in: Ember, AngularJS, JQuery, D3, or equivalent
Strong knowledge of HTTP and related protocols
Hands on knowledge of Integrated Development Environment (IDE),
version control software, client and server side build and packaging
utilities and profiling/tuning, such as: Sublime, Eclipse, Node.js Package
Manager (NPM), Maven, or GIT is required
Strong RDBMS understanding; Oracle preferred \""\""
Our Corporate & Investment Bank relies on innovators like you to build and maintain the technology that helps us safely service the world's important corporations, governments and institutions. You'll develop solutions for a bank entrusted with holding $18 trillion of assets and $393 billion in deposits. CIB provides strategic advice, raises capital, manages risk, and extends liquidity in markets spanning over 100 countries around the world.
At JPMorgan Chase & Co. we value the unique skills of every employee, and we're building a technology organization that thrives on diversity. We encourage professional growth and career development, and offer competitive benefits and compensation. If you're looking to build your career as part of a global technology team tackling big challenges that impact the lives of people and companies all around the world, we want to meet you.

All internal moves will normally take place on the same grade and same salary. Salaries are reviewed annually in February. Exceptions to the rule regarding transfer on current salary may include a move between geographic locations.

@2019 JPMorgan Chase & Co. JPMorgan Chase is an equal opportunity and affirmative action employer Disability/Veteran.\""\""JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.

We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.

Equal Opportunity Employer/Disability/Veterans",3.9,"J.P. Morgan
3.9","Westerville, OH",10000+ Employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),34,64,49.0,J.P. Morgan,OH,221,0,0,1,0,0,0,1,0,0,software engineer,na,4131
262,Python Developer,$34K-$64K (Glassdoor Est.),"Title: Python Developer

Contract

Required Skills:
5-7 years of Python programming experience
Service oriented architecture experience - message queues / busses
REST / RPC / Websocket API experience
SQL / NoSQL experience (postgresql / redis / etc)
Nice to have:
Django Experience
C / C++ / other compiled language experience
Data warehousing experience (ETL / aggregation / etc)
Financial markets experience (FIX / market data / etc)
Familiarity with Devops / AWS
Nikhil Khajuria | Technical Recruiter
Phone: (510) 313-1121
nikhilk@canvasitsolutions.com",4.1,"Canvas Infotech
4.1","New York, NY",1 to 50 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),34,64,49.0,Canvas Infotech,NY,14,0,1,0,0,0,0,0,0,1,software engineer,na,555
263,Software Developer,$34K-$64K (Glassdoor Est.),"Roles and Responsibilities:• Provides functional and empirical analysis related to the design, development, and implementation of software systems, including, but not limited to application software, utility software, development software, and diagnostic software utilizing the programming languages Visual Basic, C++, and C# in a Visual Development Suite operating within a Windows .NET environment. Working knowledge of GIT.• Participates on Integrated Product Teams in the development of test strategies, devices, and systems.• Provides the technical background and skills to perform in all phases of software: design, development, testing, documentation, and implementation.• Writes and reviews the required software documentation required by the U.S. Army.• Design and develop software using advanced networking and OOD techniques.• Works with Configuration Management personnel to ensure all CMMI Level 2 policies and procedures are followed.• Works with customers and vendors to determine requirements and solutions to problems.• Provides status reports to the government Project Lead and company Program Manager.Minimum Qualifications/Requirements/Certifications:• Three to Five years of direct Software Development/Engineering experience.• Experience operating in various software life cycle environment models for development and sustainment of fielded systems such as: Agile, Waterfall, Spiral, Incremental and Acquisition Support.• Extensive experience (minimum three years) with programming language C# in a .NET Environment using Microsoft Visual Studio 2010 or later.• U.S. Citizenship and able to obtain and maintain Secret Clearance.• Proficient in Microsoft SharePoint, Project, Word, Excel and Outlook.• Strong written/oral communication and interpersonal skillsPreferred Qualification/Requirements:• Experience with U.S. Army Avionics software maintenance and in the design, development, upgrade, field support, and maintenance of a wide variety of U.S. Army Avionics equipment and systems.• Holds a current Security+ Certification.• Experience writing and maintaining software documentation, specifically Requirements Specifications, Test Plans, Test Descriptions, Test Reports, and Version Descriptions.• Experience writing and maintaining project documents such as Rough Order of Magnitude (ROM), and Work Breakdown Schedules (WBS).• Familiarity in the use and application of Mil Standard 1553 data bus architecture and protocols.• Knowledge of Multiplex Interface Control Documents (MICDs) and how to interpret the information.• Knowledge with data loading on Aviation platforms including rotary wing and UAVs.• Experience in the development of software upgrades for Post Production Software Support (PPSS) systems.• Holds a current minimum Secret Clearance or held one during the last two years.• Knowledge of Department of Defense and U.S. Army organization, regulations, standards, processes, and procedures.Minimum Education:• Bachelor's Degree – Computer Science or Engineering.• Five years of related experience may be substituted for education.Established in 2006, Envision Innovative Solutions is a technology company that uses its knowledge and expertise to develop solutions and solve problems for commercial and government customers with a constant and deliberate commitment to performance and integrity.Small Disadvantaged Business(SDB), offering a broad range of services.Over time, we have developed expertise in staffing Technology projects and formed a Recruitment Service to provide staffing and solution needs to commercial customers. Our clients include many Technology and Financial Services companies. We have continued to grow, adding cutting edge networking solutions, web design and e-marketing services, as well as SEO strategy services.Envision Innovative Solutions is an Equal Opportunity Employer committed to hiring and retaining a diverse workforce regardless of age. U.S. Citizenship is required for most positions.",4.1,"Envision Innovative Solutions
4.1","Aberdeen Proving Ground, MD",51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),34,64,49.0,Envision Innovative Solutions,MD,14,0,0,0,0,0,1,1,0,0,software engineer,na,3970
264,Application Software Developer (Core System),$34K-$64K (Glassdoor Est.),"Position Purpose:
Design, build, test and maintain scalable and stable off the shelf application or custom built technology solutions to meet business needs
Participate and contribute in the entire implementation process for new applications and enhancements to existing applications
Provide input on the overall solution design
Build and test applications with business partners to understand business needs
Conduct root cause analysis and implement basic performance tuning
Responsible for ensuring solution meets business needs


Education/Experience:
Bachelor's degree in Computer Science, MIS, related field or equivalent experience. 0-2 years of experience in the field or in a related area. Completion of a technical training program (e.g. LaunchCode, FDM, etc.) may be considered in lieu of a Bachelors Degree. Healthcare experience a plus. (a) Understanding of COBOL, JAVA, JSP, Supertool, PL/SQL, UNIX shell scripting, etc. Amisys, Facets or other claims management system experience a plus.
(b) Understanding of C#, ASP.Net, Java Script, Object Oriented Programming and design concepts, XML, SQL, HTML, CSS

Centene is an equal opportunity employer that is committed to diversity, and values the ways in which we are different. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or other characteristic protected by applicable law.",3.4,"Centene
3.4","Tampa, FL",10000+ Employees,1984,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),34,64,49.0,Centene,FL,36,0,0,1,0,0,0,1,0,0,software engineer,na,1486
265,Software Developer Continuous Integration (m/f/d),$34K-$64K (Glassdoor Est.),"Advancing safe technologies, improving human lives Since our beginning as a spin-off of the Vienna University of Technology (TU Wien) in 1998, we are advancing safety control platforms and robust networks in the areas of Automotive, Aerospace, Off-Highway and Industrial. Especially in recent years, TTTech Group has grown substantially. To date, more than 2,000 employees in more than 14 locations worldwide are working for TTTech companies. Leading companies and renowned partners from different areas count on our innovative know-how. TTTech Auto AG is a part of TTTech Group and offers solutions for the challenges of future mobility. In the past 20 years, we have gathered unique know-how in driver assistance systems and automated driving. We have developed safety software and hardware platforms that fuel our partner's innovative projects. Together with leading car manufacturers and renowned partners we are paving the way to make automated driving a reality. For the expansion of our team in Vienna we are looking for a Software Developer Continuous Integration (m/f/d) Curiosity and passion for high-tech innovation! This combination has made TTTech Auto the technological heart of the complex field of autonomous driving. As expert for continuous integration you create the innovative and efficient foundation for the development of complex software systems. Use this opportunity to support our mission of advancing safe technologies and improving human lives! Your Tasks Develop and maintain the continuous integration framework for the TTTech autonomous driving projects Develop, maintain and automate tools for infrastructure and build automation Create software release packages Guide the software release process Evaluate new tools and make sure used frameworks are best in class Provide configuration management support to projects Your Profile Technical education (e.g. Computer Science, Physics, Electrical Engineering or related) First experience with continuous integration (e.g. Jenkins) and configuration management (e.g. git) tools. Knowledge in programming (Python, C), Windows and/or Linux shell scripting Interest in automation of workflows and processes Motivated and committed team player with curiosity for innovation. Flexibility and self-motivation are among your strengths Our Offer Exciting work environment - share our passion for high-tech innovation and cutting-edge technologies Unique team spirit - join our dedicated team of international experts Central office location - benefit from our office location in the heart of Vienna Individual development opportunities - choose from our broad training offers and career opportunities Flexible working arrangements - tailor your work according to your personal needs Join us and support the development of cutting-edge technologies for a more connected, automated and sustainable world. As part of our team you contribute to more safety and electronic robustness for our innovative solutions. We celebrate diversity and encourage anyone who is passionate about our services and products to apply, it is our ambition to provide room for your continuous personal and professional growth. This position is subject to the Collective Agreement for Employees in the Metal Trade (Kollektivvertrag für Angestellte Metallgewerbe). We remunerate your performance with a minimum salary of 40,000.- Euro gross per year. We offer an overpayment in accordance with your previous work experience and qualifications. Does our offer sound interesting? If so, we look forward to receiving your complete online application and the opportunity to discuss further details in person. TTTech Auto AG, Operngasse 17-21, 1040 Vienna, Austria, Phone: +43 1 585 34 34 - www.tttech-auto.com",2.9,"TTTech Computertechnik AG
2.9","Wien, WI",1001 to 5000 Employees,1998,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),34,64,49.0,TTTech Computertechnik AG,WI,22,0,1,0,0,1,0,0,0,0,software engineer,na,3749
266,.NET Developer,$34K-$64K (Glassdoor Est.),"JOB DESCRIPTION:
Responsibilities
• Architecting and developing various modules of the application’s web, middle, and database tiers
• You will collaborate directly with a cross-functional team of Developers, QA, Product Managers, and other stakeholders to facilitate the design and development process.

Must Have Skillset:
• 7+ years of .NET development experience
• Solid foundation in computer science with strong competency in data structures, algorithms, databases, and object oriented software design
• Expert knowledge of .NET Framework 4.5 and above, .NET Entity Framework, SQL, MSSQL, IIS, Power shell, MSI installer and Git
• Agile software development
• PL/SQL
• DevOps

Desired Skillset:
• BS/MS in Computer Science or related technical discipline

CONTACT INFORMATION:
Sandra Montes
Sandra@OSIengineering.com
408-550-2800 x 108
OSIJOBS",4.6,"OSI Engineering
4.6","Foster City, CA",51 to 200 Employees,2010,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),34,64,49.0,OSI Engineering,CA,10,0,0,0,1,0,0,0,0,0,software engineer,na,849
267,Software Developer (PHP),$34K-$64K (Glassdoor Est.),"The Software Developer’s primary role is to design and develop web-based and applications to support the client’s business and objectives. Software Developers work closely with Business Analysts, Quality Assurance, Technical Architecture, and other members of the IT organization to ensure the success of new products and new releases of existing products. Software Developers work with new technology through all phases of the software development life cycle to produce and enhance scalable, robust software applications.Essential Duties and Responsibilities• Develop Web-Based Tools/Applications to Support All Phases of Capital Markets Division• Translate Application Requirements into Robust Well-Designed Technical Solution• Use Rapid Applications Development Techniques Employing Object-Oriented Design and Development to Produce Solutions• Perform Unit Testing on Software Applications• Debug Software and Fix Defects Uncovered During Testing Process• Work with Application Analysts or Coordinators, Test Engineers and Technical Writers to Ensure Successful Rollout of New Applications/Features• Additional Duties, as assignedQualifications• Undergraduate Degree in Computer Science, Software Engineering or Information Technology• 4-5 Years’ Work Experience in Development Role• Full Lifecycle Project Experience• Working Knowledge in PHP, .Net, and MySQL• Experience developing web-based applications• Self-Motivated: Ability to Work with Minimal Supervision• Strong Customer Service Focus• Clear Verbal and Written Communication Skills• Ability to Work in Fast-Paced Environment and Meet Deadlines• Capability to Work both Independently and as part of a Team• Problem-Solving Mindset with Ability to MultitaskPowered by JazzHRo21DuWXxrV",4.1,"Logix Guru LLC
4.1","Moon Township, PA",1 to 50 Employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),34,64,49.0,Logix Guru LLC,PA,-1,0,0,0,0,0,0,1,0,0,software engineer,na,1746
268,Software Developer,$34K-$64K (Glassdoor Est.),"Technocraft Solutions LLC. is looking for Software Developers in Hilliard, Ohio. Travel may be required. Must possess Master's Degree in Computer Engineering or IT related field and 6 months experience in the position offered. Aforementioned 6 months of experience must include the following skills: (1) Java /J2EE, JUNIT, JAXB, Jersey, Hibernate and Spring; (2) AJAX, JSON and Handlebars; and (3) Maven ,Jenkins, SVN and JIRA. Please send resumes to

resumes@technocraftsol.com
This email address is being protected from spambots. You need JavaScript enabled to view it.

. REF 2154.31.",4.9,"Concourse Federal Group
4.9","Washington, DC",1 to 50 Employees,2009,Company - Private,Architectural & Engineering Services,Business Services,$5 to $10 million (USD),34,64,49.0,Concourse Federal Group,DC,11,0,0,1,0,0,0,0,0,0,software engineer,na,587
269,Software Developer - Front End,$34K-$64K (Glassdoor Est.),"Who We Are

Tavour makes it possible to discover and access the highest-rated craft beers from all over the nation through our mobile app experience. We believe deeply in our mission to support independent brewers, bringing innovation and access centerstage for over 600 independent breweries and counting. We equip ourselves with bold, ambitious, and innovative thinkers to take on every challenge as a new opportunity. And yes, you could say we like beer.

Since our start in 2014, we have grown into an already profitable 8-figure startup that is reshaping an industry worth over $27B. We are looking for a Senior Software Developer who is excited to take ownership in engineering functions to join us on our way to $100M+ in the next three years. This is a rare opportunity to join the early stage of an already profitable company.

What Were Looking For

The right fit for this position is looking to take on key ownership at a company where your role has a direct and measurable high impact on the companys growth. You are eager to focus on architecting and leading development for new features and products that are highly scalable. You are passionate about building the best solutions in a data-driven culture where we test everything and ground ourselves in every decision.

Preferred Qualifications
B.S. in Computer Science or similar industry experience
2+ years of software development experience
A propensity to drive both yourself and the team to achieve results
A track record of building creative solutions to achieve efficient results
Our Stack
React Native & Redux
Ruby on Rails
MySQL
AWS
What We Offer

We believe in working from an environment that we genuinely enjoy. Our office was picked and designed by employees, with a focus on creating an open and energizing space for everyone. Were located in the heart of downtown Seattle with 270° windows, a pup-friendly mentality, and a constant supply of, you guessed it, craft beer.

In addition, we offer a comprehensive benefits package that includes health, medical, and vision insurance, equity participation, an employer-matched 401(k) plan, paid time off, paid maternity leave, paid birthday leave, sponsored company events, fitness membership reimbursement, and commuter/parking reimbursement.

Compensation and equity based on experience.

To Apply

Please submit your resume and a blurb about yourself.

We are an equal opportunity employer and value diversity. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

Powered by JazzHR",4.7,"Tavour
4.7","Seattle, WA",1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),34,64,49.0,Tavour,WA,-1,0,0,0,0,0,0,1,0,1,software engineer,na,2623
